ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
ik,,316,ik,ikx,{},3.75,34.1666666667,Africa,,Ik,2262,False,False
ika,,130,ika,arh,{},10.6666666667,-73.75,South America,,Ika,2431,False,True
ila,,274,ila,ilb,{},-15.5833333333,26.5,Africa,,Ila,1600,False,False
illinois,,17,ill,mia,{},40.0,-90.0,North America,,Illinois,331,False,False
ilocano,,514,ilo,ilo,{},16.0,121.0,Papunesia,,Ilocano,1641,False,False
imonda,,110,imo,imn,{},-3.33333333333,141.166666667,Papunesia,,Imonda,2475,True,True
inanwatan,,827,ina,szp,{},-2.08333333333,132.083333333,Papunesia,,Inanwatan,332,False,False
indonesian,,519,ind,ind,{},0.0,106.0,Papunesia,,Indonesian,2545,True,True
indonesian (jakarta),,519,inj,ind,{},-6.16666666667,106.75,Papunesia,,Indonesian (Jakarta),109,False,False
indonesian (papuan),,519,iir,pmy,{},-2.5,140.666666667,Papunesia,,Indonesian (Papuan),108,False,False
indopakistani sign language (indian dialects),,330,ipi,ins,{},24.0,80.0,Eurasia,,Indo-Pakistani Sign Language (Indian dialects),333,False,False
indopakistani sign language (karachi dialect),,330,ipk,pks,{},28.0,68.0,Eurasia,,Indo-Pakistani Sign Language (Karachi dialect),107,False,False
inga,,356,iga,inb,{},1.0,-77.0,South America,,Inga,801,False,False
ingessana,,298,igs,tbi,{},11.5,34.0,Africa,,Ingessana,1956,False,False
ingush,,268,ing,inh,{},43.1666666667,45.0833333333,Eurasia,,Ingush,2464,False,True
innamincka,,792,inn,ynd,{},-27.75,140.75,Australia,,Innamincka,2658,False,False
international sign,,330,isl,,{},40.0,-170.0,North America,,International Sign,110,False,False
inuktitut (quebeclabrador),,158,iql,ike,{},62.0,-73.0,North America,,Inuktitut (Quebec-Labrador),688,False,False
inuktitut (rankin inlet),,158,inr,ikt,{},63.0,-92.0,North America,,Inuktitut (Rankin Inlet),334,False,False
inuktitut (salluit),,158,ins,ike,{},62.0,-76.0,North America,,Inuktitut (Salluit),689,False,False
inupiaq,,158,inu,esi,{},67.0,-161.0,North America,,Iñupiaq,540,False,False
iquito,,509,iqu,iqu,{},-3.25,-74.0,South America,,Iquito,1894,False,False
iranxe,,529,irx,irn,{},-13.0,-58.0,South America,,Iranxe,1683,False,False
iraqw,,1,irq,irk,{},-4.0,35.5,Africa,,Iraqw,2453,False,True
irarutu,,79,irr,irh,{},-3.0,133.5,Papunesia,,Irarutu,2077,False,False
irish,,187,iri,gle,{},53.0,-8.0,Eurasia,,Irish,2420,False,True
irish (donegal),,187,ird,gle,{},55.0,-8.0,Eurasia,,Irish (Donegal),1237,False,False
irish (munster),,187,irm,gle,{},52.5,-9.0,Eurasia,,Irish (Munster),541,False,False
irish sign language,,330,irs,isg,{},53.5,-7.5,Eurasia,,Irish Sign Language,335,False,False
isaka,,395,isa,ksi,{},-2.83333333333,141.283333333,Papunesia,,I'saka,1395,False,False
isekiri,,294,ise,its,{},5.66666666667,5.5,Africa,,Isekiri,690,False,False
ishkashmi,,183,ish,isk,{},37.0,72.0,Eurasia,,Ishkashmi,111,False,False
isirawa,,224,isi,srl,{},-1.83333333333,138.5,Papunesia,,Isirawa,542,False,False
isnag,,514,isn,isd,{},18.25,121.0,Papunesia,,Isnag,112,False,False
isoko,,295,iso,iso,{},5.5,6.25,Africa,,Isoko,1238,False,False
israeli sign language,,330,iss,isr,{},32.0,34.8333333333,Eurasia,,Israeli Sign Language,336,False,False
italian,,184,ita,ita,{},43.0,12.0,Eurasia,,Italian,2351,False,False
italian (bologna),,184,itb,egl,{},44.5,11.3333333333,Eurasia,,Italian (Bologna),113,False,False
italian (fiorentino),,184,ifi,ita,{},43.75,11.25,Eurasia,,Italian (Fiorentino),114,False,False
italian (genoa),,184,itg,lij,{},44.4166666667,8.95,Eurasia,,Italian (Genoa),115,False,False
italian (napolitanian),,184,itn,nap,{},40.9166666667,14.25,Eurasia,,Italian (Napolitanian),116,False,False
italian (turinese),,184,itu,pms,{},45.0,7.66666666667,Eurasia,,Italian (Turinese),117,False,False
itawis,,514,itw,itv,{},17.75,121.5,Papunesia,,Itawis,337,False,False
itelmen,,140,ite,itl,{},57.0,157.5,Eurasia,,Itelmen,2218,False,False
itonama,,193,ito,ito,{},-12.8333333333,-64.3333333333,South America,,Itonama,1895,False,False
itzaj,,250,itz,itz,{},17.0,-89.8333333333,North America,,Itzaj,1307,False,False
ivatan,,516,iva,ivv,{},20.5,122.0,Papunesia,,Ivatan,118,False,False
iwaidja,,38,iwa,ibd,{},-11.5,132.666666667,Australia,,Iwaidja,1507,False,False
iwam,,367,iwm,iwm,{},-4.33333333333,142.0,Papunesia,,Iwam,1354,False,False
iwoyo,,274,kwy,kwy,{},-5.5,12.25,Africa,,Iwoyo,2596,False,False
ixcatec,,339,ixc,ixc,{},17.8333333333,-97.1666666667,North America,,Ixcatec,338,False,False
ixil,,250,ixi,ixl,{},15.5,-91.0,North America,,Ixil,1173,False,False
izhor,,465,izh,izh,{},59.0,29.0,Eurasia,,Izhor,119,False,False
izi,,272,izi,izz,{},6.33333333333,8.0,Africa,,Izi,1833,False,False
jabem,,87,jab,jae,{},-6.58333333333,147.783333333,Papunesia,,Jabêm,2023,False,False
jabuti,,194,jbt,jbt,{},-12.25,-62.25,South America,,Jabutí,1072,False,False
jad,,389,jad,bod,{},30.8333333333,79.0,Eurasia,,Jad,927,False,False
jahai,,62,jah,jhi,{},5.75,101.5,Eurasia,,Jahai,339,False,False
jakaltek,,250,jak,"jac, jai",{},15.6666666667,-91.6666666667,North America,,Jakaltek,2487,True,True
jamaican creole,,331,jcr,jam,{},18.1666666667,-77.25,North America,,Jamaican Creole,120,False,False
jamamadi,,24,jmm,jaa,{},-7.5,-67.0,South America,,Jamamadi,543,False,False
jaminjung,,39,jam,djd,{},-15.0833333333,130.5,Australia,,Jaminjung,1684,False,False
jamsay,,296,jms,djm,{},14.4166666667,-2.5,Africa,,Jamsay,2581,False,False
japanese,,195,jpn,jpn,{},37.0,140.0,Eurasia,,Japanese,2542,True,True
japreria,,119,jpr,jru,{},10.5,-73.0,South America,,Japreria,1240,False,False
jaqaru,,102,jaq,jqr,{},-13.0,-76.0,South America,,Jaqaru,2320,False,False
jarawa (in andamans),,399,jrw,anq,{},12.0,92.5833333333,Eurasia,,Jarawa (in Andamans),879,False,False
jarawa (in nigeria),,274,jar,jar,{},9.5,10.5,Africa,,Jarawa (in Nigeria),1508,False,False
jarawara,,24,jwr,jaa,{},-7.5,-65.5,South America,,Jarawara,691,False,False
javanese,,90,jav,jav,{},-7.0,111.0,Papunesia,,Javanese,1896,False,False
jebero,,116,jeb,jeb,{},-5.41666666667,-76.5,South America,,Jebero,2153,False,False
jeh,,63,jeh,jeh,{},15.1666666667,107.833333333,Eurasia,,Jeh,1355,False,False
jeli,,292,jel,,{},9.5,-5.66666666667,Africa,,Jeli,1308,False,False
jemez,,215,jem,tow,{},35.8333333333,-107.0,North America,,Jemez,340,False,False
jiarong,,390,jia,jya,{},31.5,102.0,Eurasia,,Jiarong,1396,False,False
jibbali,,10,jib,shv,{},17.5,55.0,Eurasia,,Jibbali,121,False,False
jingpho,,377,jng,kac,{},25.4166666667,97.0,Eurasia,,Jingpho,2154,False,False
jino,,380,jin,"jiu, jiy",{},22.0,101.0,Eurasia,,Jino,1073,False,False
jivaro,,197,jiv,jiv,{},-2.5,-78.0,South America,,Jivaro,2095,False,False
johari,,389,joh,,{},30.6666666667,80.0,,,Johari,1032,False,False
jomang,,281,jom,tlo,{},10.5833333333,30.5,Africa,,Jomang,1241,False,False
juang,,66,jun,jun,{},21.3333333333,86.0,Eurasia,,Juang,341,False,False
jugli,,388,jug,nst,{},27.5,96.3333333333,Eurasia,,Jugli,1074,False,False
juhoan,,212,juh,ktz,{},-19.0,21.0,Africa,,Ju|'hoan,2450,False,True
jukun,,283,juk,jbu,{},6.91666666667,10.4166666667,Africa,,Jukun,1756,False,False
juma,,457,jum,jua,{},-7.5,-64.0,South America,,Júma,627,False,False
jurchen,,21,jur,juc,{},47.0,130.0,Eurasia,,Jurchen,985,False,False
jur modo,,305,jmo,bex,{},6.0,30.0,Africa,,Jur Mödö,1932,False,False
juruna,,457,jrn,jur,{},-5.0,-54.5,South America,,Juruna,122,False,False
kabardian,,325,kab,kbd,{},43.5,43.5,Eurasia,,Kabardian,2219,False,False
kabatei,,183,kbt,xkp,{},36.75,49.4166666667,Eurasia,,Kabatei,1118,False,False
kabiye,,809,kby,kbp,{},9.66666666667,1.16666666667,Africa,,Kabiyé,1174,False,False
kabui,,386,kbi,nkf,{},24.8333333333,94.0,Eurasia,,Kabui,123,False,False
kabyle,,4,kbl,kab,{},36.5,5.0,Africa,,Kabyle,1757,False,False
kachari,,383,kac,xac,{},26.5,91.0,Eurasia,,Kachari,1357,False,False
kadazan,,518,kdz,kzj,{},5.91666666667,117.166666667,Papunesia,,Kadazan,1509,False,False
kadiweu,,695,kdw,kbc,{},-20.0,-57.0,South America,,Kadiwéu,1175,False,False
kadugli,,198,kad,xtc,{},11.0,29.6666666667,Africa,,Kadugli,1685,False,False
kagoma,,283,kgm,kdm,{},9.25,8.16666666667,Africa,,Kagoma,124,False,False
kagulu,,274,kgr,kki,{},-6.33333333333,37.0,Africa,,Kagulu,1309,False,False
kaian,,235,kai,kct,{},-4.08333333333,144.75,Papunesia,,Kaian,342,False,False
kaili,,526,kli,lew,{},-1.16666666667,120.0,Papunesia,,Kaili,544,False,False
kaingang,,238,kng,kgp,{},-26.0,-52.0,South America,,Kaingang,2042,False,False
kairiru,,87,krr,kxa,{},-3.33333333333,143.583333333,Papunesia,,Kairiru,1933,False,False
kaiwa,,457,kaw,kgk,{},-23.0,-55.0,South America,,Kaiwá,545,False,False
kaki ae,,155,kae,tbd,{},-8.0,145.833333333,Papunesia,,Kaki Ae,1358,False,False
kala lagaw ya,,794,kly,mwp,{},-10.1166666667,142.116666667,Papunesia,,Kala Lagaw Ya,1397,False,False
kalam,,437,klq,kmh,{},-5.25,144.583333333,Papunesia,,Kalam,1601,False,False
kalami,,182,kal,gwc,{},35.5,72.5,Eurasia,,Kalami,1456,False,False
kalanga,,274,klz,kck,{},-20.5,27.5,Africa,,Kalanga,343,False,False
kalapuya,,199,klp,kyl,{},44.5,-123.0,North America,,Kalapuya,693,False,False
kalasha,,182,klh,kls,{},35.0,72.0,Eurasia,,Kalasha,344,False,False
kalispel,,362,kls,fla,{},48.0,-117.0,North America,,Kalispel,1758,False,False
kalkatungu,,794,kgu,ktg,{},-21.0,139.5,Australia,,Kalkatungu,2175,False,False
kalmyk,,20,kmk,xal,{},44.0,83.0,Eurasia,,Kalmyk,2043,False,False
kalmyk (issykkul),,20,kiq,xal,{},42.4166666667,78.3333333333,Eurasia,,Kalmyk (Issyk-Kul),125,False,False
kaluli,,111,kll,bco,{},-6.5,142.75,Papunesia,,Kaluli,1075,False,False
kamaiura,,457,kma,kay,{},-12.0833333333,-52.5833333333,South America,,Kamaiurá,2024,False,False
kamanokafe,,430,kak,kbq,{},-6.25,145.666666667,Papunesia,,Kamano-Kafe,694,False,False
kamasau,,425,kmz,kms,{},-3.91666666667,143.666666667,Papunesia,,Kamasau,2657,False,False
kamass,,463,kms,xas,{},52.0,92.0,Eurasia,,Kamass,1642,False,False
kamba,,274,kba,kam,{},-1.5,38.0,Africa,,Kamba,1398,False,False
kambera,,75,kam,xbr,{},-9.83333333333,120.166666667,Papunesia,,Kambera,2096,False,False
kambot,,232,kbo,kbx,{},-4.25,144.133333333,Papunesia,,Kambot,1033,False,False
kami,,274,kmi,kcu,{},-6.75,38.0,Africa,,Kami,695,False,False
kamoro,,447,kmr,kgq,{},-4.33333333333,136.0,Papunesia,,Kamoro,1176,False,False
kamu,,54,kmw,xmu,{},-13.5833333333,130.833333333,Australia,,Kamu,1119,False,False
kana,,293,kan,ogo,{},4.75,7.41666666667,Africa,,Kana,2124,False,False
kanakuru,,6,knk,kna,{},10.0,12.0,Africa,,Kanakuru,2220,False,False
kanashi,,389,xns,xns,{},32.0833333333,77.25,Eurasia,,Kanashi,2619,False,False
kanembu,,309,kbu,kbl,{},14.0,15.0,Africa,,Kanembu,1034,False,False
kangiryuarmiut,,158,kgt,ikt,{},68.3333333333,-133.75,North America,,Kangiryuarmiut,345,False,False
kanjobal (eastern),,250,kea,kjb,{},15.3333333333,-91.6666666667,North America,,Kanjobal (Eastern),346,False,False
kanjobal (western),,250,kwe,knj,{},15.8333333333,-91.8333333333,North America,,Kanjobal (Western),803,False,False
kankanay,,514,kky,kne,{},16.75,120.583333333,Papunesia,,Kankanay,347,False,False
kannada,,149,knd,kan,{},14.0,76.0,Eurasia,,Kannada,2527,True,True
kanoe,,200,kno,,{},-13.25,-61.0,South America,,Kanoê,2666,False,False
kanum (badi),,255,knb,khd,{},-8.83333333333,140.75,Papunesia,,Kanum (Bädi),1035,False,False
kanum (ngkalmpw),,255,knp,kcd,{},-8.66666666667,140.916666667,Papunesia,,Kanum (Ngkâlmpw),804,False,False
kanuri,,309,knr,knc,{},12.0,13.0,Africa,,Kanuri,2500,False,True
kanyok,,274,kyo,kny,{},-7.33333333333,23.5833333333,Africa,,Kanyok,348,False,False
kapampangan,,515,kpm,pam,{},15.3333333333,120.5,Papunesia,,Kapampangan,1869,False,False
kapingamarangi,,87,kpn,kpg,{},1.05,154.75,Papunesia,,Kapingamarangi,349,False,False
karachaybalkar,,19,krc,krc,{},43.5,42.0,Eurasia,,Karachay-Balkar,2044,False,False
karadjeri,,793,krj,gbd,{},-19.0,122.0,Australia,,Karadjeri,1076,False,False
karaim,,19,krm,kdr,{},54.6666666667,24.9166666667,Eurasia,,Karaim,697,False,False
kara (in central african republic),,305,kar,kah,{},10.0,23.0,Africa,,Kara (in Central African Republic),1643,False,False
kara (in papua new guinea),,87,kra,leu,{},-2.83333333333,151.116666667,Papunesia,,Kara (in Papua New Guinea),696,False,False
karaja,,243,jva,kpj,{},-10.0,-50.3333333333,South America,,Karajá,1722,False,False
karakalpak,,19,kkp,kaa,{},43.0,60.0,Eurasia,,Karakalpak,1870,False,False
karanga,,274,krg,sna,{},-20.0,31.0,Africa,,Karanga,350,False,False
karankawa,,201,kkw,zkk,{},28.0,-97.0,North America,,Karankawa,1077,False,False
karao,,514,kao,kyj,{},16.5,120.833333333,Papunesia,,Karao,126,False,False
karata,,269,krt,kpt,{},42.5833333333,46.3333333333,Eurasia,,Karata,698,False,False
karelian,,465,krl,krl,{},64.0,32.0,Eurasia,,Karelian,880,False,False
karen (bwe),,378,kbw,bwe,{},19.5,97.0,Eurasia,,Karen (Bwe),1802,False,False
karen (pwo),,378,kpw,"kjp, pwo",{},13.0,99.1666666667,Eurasia,,Karen (Pwo),1457,False,False
karen (sgaw),,378,ksg,ksw,{},18.0,97.0,Eurasia,,Karen (Sgaw),2136,False,False
kariera,,793,vka,vka,{},-20.5,118.5,Australia,,Kariera,2563,False,False
karimojong,,320,kmj,kdj,{},3.0,34.1666666667,Africa,,Karimojong,1976,False,False
karipuna (panoan),,342,kdg,,{},-10.0,-65.0,South America,,Karipuna (Panoan),351,False,False
karitiana,,458,kna,ktn,{},-9.5,-64.0,South America,,Karitiâna,928,False,False
karkaryuri,,203,kyr,yuj,{},-3.75,141.083333333,Papunesia,,Karkar-Yuri,1243,False,False
karo (arara),,456,kaa,arr,{},-10.3333333333,-62.0,South America,,Karó (Arára),1759,False,False
karok,,204,krk,kyh,{},41.6666666667,-123.0,North America,,Karok,2435,True,True
kasem,,809,ksm,xsm,{},11.25,-1.25,Africa,,Kasem,699,False,False
kashaya,,176,ksh,kju,{},38.6666666667,-123.333333333,North America,,Kashaya,881,False,False
kashmiri,,182,kas,kas,{},34.0,76.0,Eurasia,,Kashmiri,2346,False,False
kashubian,,185,ksu,csb,{},54.0,18.0,Eurasia,,Kashubian,127,False,False
kasong,,64,ksn,,{},12.75,102.116666667,Eurasia,,Kasong,2608,False,False
kata kolok,,330,kkl,bqy,{},-8.25,115.166666667,Papunesia,,Kata Kolok,352,False,False
katcha,,198,ktc,xtc,{},10.8333333333,29.6666666667,Africa,,Katcha,1244,False,False
kate,,434,kat,kmg,{},-6.5,147.75,Papunesia,,Kâte,1458,False,False
kathlamet,,346,ktm,,{},46.14,-123.4,North America,,Kathlamet,2682,False,False
kati (in afghanistan),,694,ktz,bsh,{},35.5,70.0,Eurasia,,Kati (in Afghanistan),353,False,False
kati (in west papua indonesia),,441,kti,yon,{},-5.75,140.916666667,Papunesia,,"Kati (in West Papua, Indonesia)",1036,False,False
katla,,284,ktl,kcr,{},11.8333333333,29.3333333333,Africa,,Katla,1723,False,False
kato,,262,kto,ktw,{},39.6666666667,-123.666666667,North America,,Kato,354,False,False
katu,,72,ktu,"ktv, kuf",{},15.8333333333,107.583333333,Eurasia,,Katu,986,False,False
kaulong,,87,kau,pss,{},-6.16666666667,149.666666667,Papunesia,,Kaulong,1686,False,False
kaure,,207,kaj,bpp,{},-3.41666666667,140.083333333,Papunesia,,Kaure,700,False,False
kaurna,,792,kaq,,{},-34.25,138.5,Australia,,Kaurna,355,False,False
kawaiisu,,477,kws,xaw,{},36.0,-117.5,North America,,Kawaiisu,2112,False,False
kayabi,,457,kyz,kyz,{},-11.0,-55.5,South America,,Kayabí,2665,False,False
kayah li (eastern),,378,kyl,eky,{},19.0,97.5,Eurasia,,Kayah Li (Eastern),2376,False,True
kayan (baram),,518,kbr,kys,{},3.5,114.5,Papunesia,,Kayan (Baram),129,False,False
kayapo,,238,kyp,txu,{},-9.0,-52.0,South America,,Kayapó,1177,False,False
kayardild,,52,kay,gyd,{},-17.05,139.5,Australia,,Kayardild,2501,True,True
kaytej,,792,kyt,gbb,{},-21.0,134.0,Australia,,Kaytej,2564,False,False
kazakh,,19,kaz,kaz,{},50.0,70.0,Eurasia,,Kazakh,1037,False,False
kedang,,75,ked,ksx,{},-8.25,123.75,Papunesia,,Kedang,1245,False,False
kefa,,9,kef,kbr,{},7.25,36.25,Africa,,Kefa,1310,False,False
kei,,75,kei,kei,{},-5.83333333333,132.916666667,Papunesia,,Kei,987,False,False
kekchi,,250,kek,kek,{},16.0,-89.8333333333,North America,,K'ekchí,1356,False,False
kela (apoze),,87,kap,kcl,{},-7.41666666667,147.083333333,Papunesia,,Kela (Apoze),546,False,False
kelabit,,518,klt,kzi,{},3.66666666667,115.416666667,Papunesia,,Kelabit,132,False,False
kele,,87,kel,sbc,{},-2.08333333333,147.083333333,Papunesia,,Kele,1510,False,False
kemant,,7,kem,ahg,{},12.6666666667,37.4166666667,Africa,,Kemant,1760,False,False
kemtuik,,323,kmt,kmt,{},-2.66666666667,140.333333333,Papunesia,,Kemtuik,701,False,False
kenga,,305,ken,kyq,{},12.0,18.0,Africa,,Kenga,1552,False,False
kenyah (uma lung),,518,keu,,{},3.0,115.833333333,,,Kenyah (Uma' Lung),356,False,False
kenyang,,274,kyg,ken,{},5.66666666667,9.5,Africa,,Kenyang,357,False,False
kenyan sign language,,330,ksl,xki,{},0.0,38.0,Africa,,Kenyan Sign Language,133,False,False
keo,,75,keo,xxk,{},-8.83333333333,121.25,Papunesia,,Keo,131,False,False
kera,,2,ker,ker,{},9.83333333333,15.0833333333,Africa,,Kera,2369,False,True
kerek,,139,krq,krk,{},62.25,175.0,Eurasia,,Kerek,805,False,False
keresan (santa ana),,209,ksa,kee,{},35.4166666667,-106.666666667,North America,,Keresan (Santa Ana),1511,False,False
ket,,503,ket,ket,{},64.0,87.0,Eurasia,,Ket,2458,False,True
ketapang,,519,ktp,zlm,{},-1.86666666667,110.0,Eurasia,,Ketapang,134,False,False
kete,,274,kte,kcv,{},-7.0,22.8333333333,Africa,,Kete,1359,False,False
ketengban,,446,ktn,xte,{},-4.5,140.5,Papunesia,,Ketengban,702,False,False
kewa,,433,kew,"kew, kjs",{},-6.5,143.833333333,Papunesia,,Kewa,2454,True,True
khakas,,19,khk,kjh,{},53.0,90.0,Eurasia,,Khakas,1399,False,False
khalaj,,19,khl,klj,{},35.0,50.0,Eurasia,,Khalaj,1897,False,False
khaling,,512,khg,klr,{},27.5,86.6666666667,Eurasia,,Khaling,1834,False,False
khalkha,,20,kha,khk,{},47.0,105.0,Eurasia,,Khalkha,2528,True,True
kham,,512,kmh,kgj,{},28.5,82.75,Eurasia,,Kham,2060,False,False
kham (dege),,389,khd,khg,{},31.8333333333,98.5833333333,Eurasia,,Kham (Dege),2618,False,False
kham (tibetan) (nangchen),,389,knz,khg,{},32.5,96.5,Eurasia,,Kham (Tibetan) (Nangchen),2617,False,False
khanty,,464,kty,kca,{},65.0,65.0,Eurasia,,Khanty,2284,False,False
kharia,,66,khr,khr,{},22.5,84.3333333333,Eurasia,,Kharia,1602,False,False
khasi,,71,khs,kha,{},25.5,92.0,Eurasia,,Khasi,2446,False,True
khinalug,,267,khi,kjj,{},41.1666666667,48.0833333333,Eurasia,,Khinalug,1078,False,False
khmer,,70,khm,khm,{},12.5,105.0,Eurasia,,Khmer,2447,False,True
khmu,,811,kmu,kjg,{},21.0,102.0,Eurasia,,Khmu',2397,False,True
khowar,,182,khw,khw,{},36.0,72.0,Eurasia,,Khowar,1178,False,False
khumi,,386,khu,cnk,{},21.9166666667,92.4166666667,Eurasia,,Khumi,358,False,False
khun,,404,khn,kkh,{},21.0,100.0,Eurasia,,Khün,2628,False,False
 khwarshi,,269,khv,khv,{},42.25,46.1666666667,Eurasia,, Khwarshi,135,False,False
kickapoo,,17,kic,kic,{},42.25,-84.0,North America,,Kickapoo,929,False,False
kikuyu,,274,kik,kik,{},-0.75,36.75,Africa,,Kikuyu,1898,False,False
kilba,,5,klb,hbb,{},10.3333333333,13.1666666667,Africa,,Kilba,359,False,False
kilivila,,87,klv,kij,{},-8.5,151.083333333,Papunesia,,Kilivila,2451,False,True
kiliwa,,170,klw,klb,{},31.3333333333,-115.666666667,North America,,Kiliwa,1644,False,False
kiluba,,274,kil,lub,{},-8.0,26.0,Africa,,Kiluba,1311,False,False
kimaghama,,217,kim,kig,{},-8.0,138.5,Papunesia,,Kimaghama,1687,False,False
kinga,,274,kga,zga,{},-9.0,34.0,Africa,,Kinga,1246,False,False
kinnauri,,389,knn,kfk,{},31.5,78.0,Eurasia,,Kinnauri,1603,False,False
kinyarwanda,,274,kin,kin,{},-2.0,30.0,Africa,,Kinyarwanda,1761,False,False
kiowa,,215,kio,kio,{},37.0,-99.0,North America,,Kiowa,2448,True,True
kipea,,202,kri,kzw,{},-10.0,-37.0,South America,,Kipea,1871,False,False
kire,,234,kie,geb,{},-4.25,144.75,Papunesia,,Kire,1079,False,False
kirghiz,,19,kgz,kir,{},42.0,75.0,Eurasia,,Kirghiz,2113,False,False
kirghiz (fuyu),,19,kfy,kir,{},47.75,124.416666667,Eurasia,,Kirghiz (Fu-Yu),136,False,False
kiribati,,87,krb,gil,{},1.33333333333,173.0,Papunesia,,Kiribati,2363,False,True
kirikiri,,228,kkr,kiy,{},-3.0,137.166666667,Papunesia,,Kirikiri,547,False,False
kirma,,809,kir,cme,{},10.25,-4.83333333333,Africa,,Kirma,1512,False,False
kisar,,75,ksr,kje,{},-8.08333333333,127.116666667,Papunesia,,Kisar,806,False,False
kisi,,291,kis,"kqs, kss",{},8.83333333333,-10.1666666667,Africa,,Kisi,2311,False,False
kisi (southern),,291,kss,kss,{},8.5,-10.25,Africa,,Kisi (Southern),1247,False,False
kitja,,56,kij,gia,{},-17.5,127.75,Australia,,Kitja,137,False,False
kitsai,,115,kit,kii,{},31.8333333333,-96.5,North America,,Kitsai,703,False,False
kituba,,331,ktb,ktu,{},-5.0,17.5,Africa,,Kituba,360,False,False
 kiwai (southern),,216,kiw,kjd,{},-8.0,143.5,Papunesia,, Kiwai (Southern),2125,False,False
klamath,,353,klm,kla,{},42.5,-121.5,North America,,Klamath,2289,False,False
klao,,277,kla,klu,{},4.75,-8.75,Africa,,Klao,1645,False,False
koasati,,260,koa,cku,{},34.8333333333,-85.1666666667,North America,,Koasati,2459,True,True
kobon,,437,kob,kpw,{},-5.16666666667,144.333333333,Papunesia,,Kobon,2477,False,True
kodava,,149,kod,kfa,{},12.1666666667,76.8333333333,Eurasia,,Kodava,1120,False,False
koegu,,322,koe,xwg,{},7.0,36.0833333333,Africa,,Koegu,1688,False,False
koh (lakka),,817,klk,xuo,{},8.0,15.5,Africa,,Koh (Lakka),882,False,False
kohumono,,293,koh,bcs,{},6.0,8.11666666667,Africa,,Kohumono,1179,False,False
koiali (mountain),,439,kmo,kpx,{},-9.0,147.5,Papunesia,,Koiali (Mountain),1646,False,False
koiari,,439,koi,kbk,{},-9.5,147.333333333,Papunesia,,Koiari,1899,False,False
koita,,439,kta,kqi,{},-9.33333333333,147.083333333,Papunesia,,Koita,1604,False,False
kokborok,,383,kok,trp,{},24.3333333333,92.5,Eurasia,,Kokborok,1803,False,False
kokni,,182,kkz,kex,{},20.75,73.5,Eurasia,,Kokni,704,False,False
kokota,,87,kkt,kkk,{},-8.0,159.133333333,Papunesia,,Kokota,1689,False,False
kola,,75,koo,kvv,{},-5.5,134.5,Papunesia,,Kola,807,False,False
kolami,,148,kol,"kfb, nit",{},20.0,78.5,Eurasia,,Kolami,2061,False,False
kolana,,415,kln,kvw,{},-8.25,125.116666667,Papunesia,,Kolana,361,False,False
koluri,,183,klr,shm,{},37.0,48.0,Eurasia,,Koluri,1121,False,False
kom,,274,kou,bkm,{},6.25,10.3333333333,Africa,,Kom,138,False,False
kombai,,445,kmb,"tyn, wng",{},-5.58333333333,140.0,Papunesia,,Kombai,2114,False,False
kombio,,427,xbi,xbi,{},-3.5,142.75,Papunesia,,Kombio,2655,False,False
komering,,88,kag,kge,{},-3.16666666667,104.916666667,Papunesia,,Komering,130,False,False
komipermyak,,468,kop,koi,{},59.5,54.5,Eurasia,,Komi-Permyak,1605,False,False
komizyrian,,468,kzy,kpv,{},65.0,55.0,Eurasia,,Komi-Zyrian,2097,False,False
komo,,300,kom,xom,{},8.75,33.75,Africa,,Komo,1997,False,False
konda,,147,kda,kfc,{},19.5,83.0,Eurasia,,Konda,549,False,False
kongo,,274,kon,kng,{},-5.0,15.0,Africa,,Kongo,2313,False,True
konjo,,525,kjo,kjc,{},-5.46666666667,120.333333333,Papunesia,,Konjo,1122,False,False
konkani,,182,kkn,knn,{},15.25,74.0,Eurasia,,Konkani,1459,False,False
konkomba,,808,kkb,xon,{},10.0,0.0833333333333,Africa,,Konkomba,705,False,False
konkow,,345,knw,mjd,{},39.5,-121.5,North America,,Konkow,1400,False,False
konni,,808,kni,kma,{},10.25,-1.58333333333,Africa,,Konni,1606,False,False
konua,,489,knu,kyx,{},-5.83333333333,154.833333333,Papunesia,,Konua,550,False,False
konyagi,,819,kgi,cou,{},12.5,-13.25,Africa,,Konyagi,1038,False,False
koorete,,13,kjr,kqy,{},5.83333333333,37.8333333333,Africa,,Koorete,140,False,False
korafe,,442,krf,kpr,{},-9.05,149.083333333,Papunesia,,Korafe,362,False,False
korana,,210,krn,kqz,{},-29.5,20.5,Africa,,Korana,1957,False,False
koranko,,292,kko,knk,{},9.33333333333,-11.25,Africa,,Koranko,706,False,False
korean,,218,kor,kor,{},37.5,128.0,Eurasia,,Korean,2536,True,True
koreguaje,,452,kje,coe,{},1.0,-75.5,South America,,Koreguaje,1553,False,False
korku,,66,kku,kfq,{},22.5,78.5,Eurasia,,Korku,1998,False,False
koromfe,,808,kfe,kfz,{},14.25,-0.916666666667,Africa,,Koromfe,2466,False,True
korowai,,445,krw,khe,{},-5.25,140.0,Papunesia,,Korowai,1835,False,False
koryak,,139,kry,kpy,{},61.0,167.0,Eurasia,,Koryak,2062,False,False
